,tunes
57,"ABA2G2E2E2B,2D2E2|G2DEB2D2G4G2A2|ABA2G2D2D4G2E2|A2G2G2E2ED3B,D3||ABA2G2EFE2B,2D2E2|G2D2ABD2G4G2A2|A4G2D2D4FGE2|GAG2G2E2ED3D4||d2F2A2dBA2d2d4|edg2fg3e4e2d2|d4BAe2d2B2B2d2|B2G2G2DED4D4||d2FEA2dBA2d2dBd2|edg2fg2fe4d4|d4BAe2d2B2B2d2|B2G2GFD2D4D4"
58,G4G2D2D2E2G2F2|A4A2B2d2A2d2B2|A2d2G3AE3Fd2B2|d2e2ed3AB3B2d2||G4G2D2D2E2G2F2|A3GA3Bd2A2d2B2|GAd2G4E4d2BA|d2e2ed3A2d2e2f2||gae2f2e2f2gaa2g2|gfd2e2g2a4a2b2|g3ag4ba3g4|efe2d4A2d2e2g2||gae2efgfabfega2g|gfd2e2g2a4a2b2|g3ag4a3gabgf|f2e2d4d4B4
59,D2GAA4B2d2d4|EFGABAG2D2E2G2E2|D2A2E2G2A2d2e4|d4G2A2G4G2F2||D2G2A4A2d2d4|E2GABAG2D2E2G2E2|D2A2E2G2A2d2e4|d4G2A2G4G2E2||de3f2g2g2a2d'2b2|g4g4e2d2d2B2|d2e2e3ddef2g4|g2e2d2e2B2G2G2F2||de3f3gaga2d'3b|g4g4e2d2e2g2|a2g2g4fef2g2f2|fe3d3eB2G2G2F2
60,E2F2F4ABAGABA2|B2d2e2d2B2A2G2A2|d2e2G2ABd2A2B2A2|d2e2d4d2A2ABd2||ded2B2G2GAGFA4|d4e2d2B2A2G2A2|d2e2GFA2d2A2B2A2|d2e2d4d2A2AB3||g4b2g2e4g2f2|d'2aga2g2g2e2f2g2|a4d'2g2a2e2efg2|efd2d4d2A2A2BA||g4b2g2d2e2g2f2|bd'aga2g2g2e2efg2|a2d'2b3aa2baaba2|e2d2d4d2B2d4
61,G4EFG2B3AGFA2|d2e2def2g2efd4|FGF2G2A2d2BdG2B2|d4e4d4d4||GFG2E2G2B2A2G2A2|d2fee2g2d2efefb2|e2d2A3Bd2ABA4|A2d2d2fgd4d4||e4aba2g4ed3|edg2fg3g2b2efg2|d2e2a2f2g2efd4|Bd3fgd2d4d4||e4aba2gag2d4|e2g2fg3g2e2g2e2|d4BAd2d4A2E2|E2A2B2e2d4d4
62,fgf2a2f2g2d2d3e|e2d2d2e2A2g2d2e2|e4e2d2d2B2AGd2|e2f2d2A2d4G2A2||fgefa2f2g2d2d3e|e2d2d3eA2g2d2e2|e4e2d2d2BAG2d2|e2f2d2A2d3eB2d2||g2B2d4d4d4|d2A2F2A2f4d2B2|A2G2G2A2d2B2d4|e4d2B2d4d4||g2B2d3Bd4d4|d2A2F2A2f4d3A|A2G2G2A2d2B2d4|e4d2B2d4d2BA
63,d3ee2d2d2g2d2fe|B2e2g2a2a4g3f|B2d2d2A2d4GFA2|Bde2d2B2A4G4||dBdee2d2d2g2d2e2|B2e2g2a2a3bg3f|B2d2d2A2d4F2A2|B2e2d2ABABA2G4||gag2a2g2d2e2a2f2|e4f2a2fg3fga2|d2f2g2e2d4d2A2|A2e2d2B2A4G4||ga3a2g2d2e2a2f2|e4fga2f2g2fg3|a4a2gfd4F3E|G2d2B2d2A2G2G4
64,d4g2d2g2a2g2d'2|efegd'2a2d4e2d'2|g2d2gab2a2gad'2e'2|d'4e'2d'2b3aa4||d2Bda2d2ga3gad'2|gf2gd'2a2d4efd'2|g2d2gad'2e'2b2ad'e'd'|d'3e'e'd'3d'4d'4||e'2d'2b2d'2d'2b2g2ag|d'2a2b2d'ba4abd'2|e'2a2d'2aega3abg2|d'4d'2a2d'2e'2d'4||e'f'd'2d'4d'3ba4|b2d'2abd'ad'2a2a2e'2|e'4d'3gad'g2a3g|a2d'2d'2agd'2a2g2ag
65,d2e2fe3d2e2A2d2|d4fgd2d4d4|d4e2d2d4A2e2|g2a2fed2e4d2e2||d2e2f2e2d2e2A2d2|d4fgd2d4d4|d4e2d2Bd3A2e2|g2a2fed2e2d2d2e2||a4a4g2a2b2d'2|b2a2d'e'd'bb2g2g2e2|f2g2g2e2edg2baf2|ba3e2d2e2d2d4||ga3a4g2a2b2d'2|b2abd'e'd'2b2g2ab2d'|e'2d'2d'2a2d'2efe2a2|d'ba2e4e2d2d4
66,d2EFF2G2G4GAG2|d2G2B2d2d2A2F2Bd|d4G2d2BAd2d4|fga2g2e2d4d2e2||d2F2FEGFG4GAG2|d2G2B2d2d2A2F2B2|d4G2d2B2d2d4|fga2g2e2d4d4||e2a2g4a2g2e2g2|b2g2g2e2e2d2d2ef|g2bd'ba3d'2a2a2d'b|g4f2e2d4d4||e2a2g3aa2g2e2g2|b2g2g2e2e2d2d2e2|a4a2d'2d'4e'2d'b|g4f2e2d4d4
67,A2e2e2d2a2d2g2d2|f2e2d4fef2g2f2|d4d4a2g2e4|g2a2f2e2d4d4||A2e2e2d2a2d2fgd2|f2e2d4e2f2g3f|d4d4a2g2e4|g2a2gfe2d4d4||g2a2d'2g2b2fee2d2|d'2baa4d'4b4|g2a2a2fea2e2f2ed|a2g2g2e2d4d4||g2a2bd'agb2feded2|bd'baa3bd'4d'2b2|e'2d'2d'2bgf4f2ed|a2g2g2e2d4d4
68,d3ee4d4d4|d4d2e2g2bd'bag2|f2e2e4d4d2g2|g2edB2GAE2F2GAd2||d3efe3d4d4|dBd2d2e2g2bd'b2g2|f2e2e4d4deg2|g2d2BA3B2eff2bd'||bd'3d'4gad'2e'2d'2|bad'2d'bd'2a2g2fed2|a2d'2d'4g2abd'4|d'2g2f2agfga2b2ab||abd'2d'4gad'2e'2d'2|d'b2d'd'bd'2babd'd'3e'|e'2d'2d'2b2d'2a2d'4|d'4e'2d'2e'f'a2b2g2
69,B2A2A4B2E2E2G2|B2AGG2d2e2d2A2B2|d2ABB2A2A2G2E2F2|A2GAG2F2D4D4||B2A2A4B2E2E2F2|B2AGG2d2e2d2A2B2|d2A2B2A2A2G2E2F2|A2GAG2F2D4D4||d2A2d2G2d2G2d2F2|d2A2AGd2d2e2e3f|g2e2e4fgd2e2A2|A4G2E2D4D4||d2A2B2G2d2G2B2F2|d2A2G2d2d3ee3f|g2e2ede2agdeedB2|A3GFGE2D4D4
70,E2G2G2E2G2D2E2G2|A2G2A2d2d2E2FGE2|G4A2E2G2F2G4|A2d2B2F2A4A2G2||E2G2G2E2G2D2E2F2|A2GFA2B2d2E2F2E2|F3GA2E2G2F2G4|A2d2B2F2A4G4||e2d2d2e2f2d2dB3|dBd2d2e2edabg4|f2e2f2e2f2e2d4|d2A2A2G2A4A4||e2d2d2e2f2d2dB2A|B2d2d2e2deabg3a|d'2a2a2gff2e2f2d2|d2B2A2G2A4A4
71,d4BAd2d4G2A2|B2d2d2A2G2A2d4|d2B2G2A2A4GF2G|EFD2D2E2F2E2D2E2||d4A2d2d4G2A2|B2d2d2A2G2A2d4|B4G2A2A2B2F4|EFD2D2E2F2E2D2E2||d4Bd3BAd2F4|AG3E2G2d2fef4|e2d2d4A4EFG2|D4D4D4D2E2||d4Bd3BAd2FEF2|AG2FEDG2d2fef4|e2d2d3BA4E2G2|D2F2D4ED3D4
72,G4A4G2FEG2F2|E2G2A4A2d2A2G2|B2A2dBG2F2E2G4|E2D2D4D4D2E2||G4A4G2FEG2F2|D2G2A4A2d2A2G2|BA3B2G2F2E2G4|E2D2D4D4D3E||G4B2A2D2G2AB3|F2A2d2A2d2B2A2GF|E2G2E2G2D2F2A2G2|E4D4D4D4||G4BdA2D2G2A2BA|F2A2dBA2d2ABA2GF|E2FGE2GFD2F2G4|E4D4D4D4
73,e2d2B2fee4d4|e2f2gad'2d'2b2bd'a2|gfd2d2e2d4B2d2|e4d4AB3A2B2||e2d2B2fee2ded4|e2f2gad'2d'2abb2a2|gfd2d2e2d4B2d2|e3dd4A2d2d2e2||bd'b2d'4b2a2a2d'2|ba3a4f3ga2d2|b2d'2d'4g2a2f3g|a2b2a2g2fg3g2d'2||bd'b2d'4d'ba2a2d'b|ba3a4f3ga2d2|ab3d'4d'4d'2b2|a2b2a2g2ga3g2f2
74,G4G2E2GAD2E2F2|G2E2G2E2G2D2E2F2|G4G2E2A2E2F2GA|G2E2EFD2FED2D4||GFG2G2E2GAD2E2F2|G2E2G2E2G2D2E3F|G4F2DEA2E2E2A2|G2E2FED2FED2D4||d2E2F2G2G2E2E4|F2G2FGA2d4d2A2|EFG2D2E2F2A2G4|G2E2E4E2D2D4||B2E2EFGFG2E2E4|FEG2F2A2d4BdA2|E2G2D2E2F2A2G4|G2E2E2D2E2D2D4
75,g4g2feded2A2d2|e2d2d2e2fga2gag2|a3ba2g2f2e2d4|e2g2g2e2d4d4||g4g2feded2A2d2|e2d2d2e2fga2gag2|a3ba2g2f2e2d4|e2g2g2efd4d4||d'4d'b3d'2b2d'bd'2|e'2d'e'd'3gefe2e2f2|g2b2a4d'4d'4|a2g2f2e2d4d4||d'4d'b2d'd'2bd'b2d'2|d'4ad'2ga2e2efef|g2b2b2a2d'4d'4|a2g2f2e2d4d4
76,G2dee4fg2fe2f2|g2e2f2a2d'4b3a|B2d2d2e2f2e2d2e2|g2abbad'2a2g2a4||G2d2e4f2g2e2f2|age2fga2d'4baba|BAd2d2e2f2e2d2e2|g2ababd'2a2g2a4||d'4d'3bd'4b2d'2|ag3f2agbd'e'2b2e'd'|d'3e'd'3ad'4d'baf|g2b2g2d'2a2g2g2a2||d'4d'3bd'4b2d'2|ag3feagad'e'2d'bd'2|b2g2d'2bad'4d'bag|g2b2g2d'2a2g2g2a2
77,e2d2d4A2G2A2B2|d4d2e2g2a2g2e2|e2d2B2d2A2G2E2D2|F4G2E2D2E2E2G2||e2d2d3BA2G2AGB2|d4d2e2g2a2g2e2|e2d2Bd3A2G2E2D2|F4G2E2D2E2E4||e2g2g3afgf2agf2|ag3g2a2g2e2e2d2|e2f2a2fge2d2d4|GA3d2A2E2FEEFE2||e2g2g3ag2f2g2e2|b2a2g2a2g2e2e2d2|efefd4d2e2d4|A4d2AGE4E4
78,G2Bdd2G2d2E2A2G2|A4d4f2d2d2B2|A4d2A2d2GFd4|d2e2e2d2d4ABd2||G2B2d2G2d2E2A2F2|A4d4f2d2BdB2|A4d2A2d2GFd4|d2e2e2d2d2eff2a2||bd'gfa2d'2aba2g4|e2a2b2d'2d'4e'2d'2|gfa2d'2b2b3aa2e2|e2g2e2d2e2gfa2d'2||bd'g2a2d'bb2a2gag2|efa2b3d'bd'3e'2d'2|e'2b2d'2bad'2a2g2fe|e2g2e2d2e4d2A2
79,FEA2F2A2B2d2d4|e4d2e2d2ABd2A2|A2E2G2A2B3AB2d2|d2A2GAG2E2F2E4||E2A2F2A2BAd2d4|e4d2e2d2ABd2A2|A2E2G2A2B3AB2d2|d2A2A2G2EDF2D2E2||d2e2fegae2gag2e2|d2e2e2d2d4d'2f2|e2f2g2a2e4d4|d2B2G2F2E4D2E2||d2e2feg2efa2g2e2|d2e2e2d2d4bd'f2|fg3gag2a2f2e2d2|d2B2G2F2E4D2E2
80,de3d2e2fg3e2a2|d'2g2e2d2fgedd4|e4d3eg2d2agad'|d'2a2g2e2ded2d4||d4e4fg3dea2|d'2gae2d2fgedd4|e4d3edAd2ded'2|d'2a2g2e2d2fgg2a2||e'2d'e'e'2f'e'd'2bd'd'2e'd'|d'4d'e'2d'd'3e'e'4|d'4d'3ba3d'd'4|d'2a2g2e2d2f2gad'2||d'e'd'2f'g'f'e'd'4d'4|d'3e'd'2e'2d'e'd'2e'4|e'2d'e'e'3d'd'2egged'2|d'2abg2e2d2e2d4
81,A3BAGDEE2D2D2E2|FG3GFG2G3AB2A2|A4G2E2D4D3E|G2F2E2D2E2D2D2G2||A2BdG2DEFGD2D2E2|F2G2F4G4B2A2|A4G2E2DED2D3E|FGF2D4E2D2D2E2||G4D2E2G2E2D4|G2AGE2G2d4d2A2|G2F2D4E2D2E2D2|F2E2F2E2E2D2D2E2||G4E4G2E2D4|G2AGE2G2d4d2A2|G2F2E4F2E2G2A2|G2A2FGF2FED2D2E2
82,d4e2d2e2feB2g2|g2e2e2d2d4BAd2|d4d2BAe2B2a2d'2|a4g4e2fed4||d4e2dBe2feB2g2|g2e2e2d2d4A2d2|d4d2BAe2B2gad'2|a4g2f2e2a2gfg2||d'4d'2e'2d'2b2gaf2|g2e'2d'2e'2d'4d'2a2|d'4d'4d'2a2a2fe|g2a2g2f2e2g2g4||d'4d'2e'2d'2b2gae2|gae'2d'3e'd'2e'2e'2f'2|g'2e'2e'3d'd'2baa2e2|g2a2g2f2e2f2d4
83,"DB,D2D2E2D2GFB,2D2|D4A2E2E2D2D4|D4F2E2DEF2D2EF|D2ABF3EE2D2D2B,2||DB,D2D4D2G2B,2D2|D4A2E2E2D2D4|D4GAE2EFGFB,DEF|D2BdF2E2FED2D2B,2||FGDEE2FEAGFEA3G|E2G2BAG2A2BAB2A2|E2B,A,A2EDGAF2d2F2|ABd2GA3G2D2D4||EFD2E2FEG2FEA3G|E2G2A2G2A4B2A2|ABA2AGA2G2BdE2F2|B,2D2D4D4D4"
84,d2e2e2g2Bdfed2g2|e4g2fgefg2g2f2|d4de3fg3a4|a2d'2d'2bag2eff2e2||d2e2f2gfBdefd2g2|e4gag2efgag2f2|d4d2e2f2g2a4|a2d'2d'2bag2efefe2||d'e'd'2d'2e'd'e'd'3d'3b|d'4e'd'3abe'2d'4|d'4d'4d'b3ba2g|b2e'2d'2a2g2fee4||d'4e'3d'd'4d'4|d'4d'4d'2e'2d'2bd'|e'2d'2d'4d'4d'2a2|a2e'2d'2bag2fee4
85,d4d2e2e4d4|e4d2e2f2e2efe2|d4efgae4f2de|de3d4d4d4||d4d2e2e4d4|e4d2e2f2e2efab|a2edegeda4f2g2|f2g2ag3g2d2e4||e'2d'ba2bag2e2e2g2|d'2b2g2a2a2g2e2a2|d'2a2eg3fag2a2g2|g2a2g2fgf2g2a2d'2||e'2d'ba2d'ag2e2e2g2|d'3bg2a2a4fgd2|A4ed3Ad3d2e2|e2fgg2fge2d2d2B2
86,D4EF2EE2D2G3F|D4A2D2G2D2D2E2|D2E2A2E2G2F2B2d2|e2d2d2A2B2GAG2A2||D4EFE2E2D2G2F2|D4A2D2G2D2D2E2|D2E2A2E2G2F2B2d2|e2d2d2A2BAG2G2A2||ded2d4f2dBd4|d2ede3dd4BA2B|g2A2a2e2g2d2e4|f2g2f2d2d2A2A4||d4d4f2B2d4|d2ede3dd4e2a2|gfB2e2gfga3a2e2|f2g2g2d2d2A2A4
87,gafee2d2e2d2A2e2|f2d2d2e2f2a2g2b2|bd'e2g2e2d4g2ef|gag2e2d2d2e2d2d'2||g2f2edede2d2A2e2|f2d2d2e2f2a2g2ab|d'4d'4e'2d'2abg2|fgf2e2d2d2e2de3||a2g2d'4d'2b2d'2b2|d'2b2d'4a2f2fga2|a2g2d'bd'bd'4d'2a2|g2e2e2d2d2e2e4||ga3d'4d'2bd'd'2b2|d'2b2d'4a2f2g2d'2|d'4d'4d'2b2d'2g2|ga3fga2f2e2e4
88,e4e4g2f2e2d2|a2g2d'2b2a4a2g2|e4f2e2g3afed2|g2a2e2d2d4B4||e4fe3g4e2d2|a2g2d'2bd'aba2a2g2|e4f2e2g3aefd2|g2a2e2d2d4B2dB||aba2d'bd'2d'4d'4|e'2d'2d'2bag2d2d3e|a4d'4a3bd'2a2|g2bae2d2d4BdB2||ab2ad'4d'4d'4|e'2d'2d'2bag2d2d4|d'4d'4d'2abag3|g2a2f2d2d4dB3
89,efe2e2d2e2B2AB3|ede2d4f2gfd2e2|e4e4d2e2d2A2|d4d2feg2a2aba2||efe2e2d2e2B2A2B2|ed3d4f2gfd2e2|e4e3dd2e2d2AG|d4d2feg2a2ad'3||bd'a2b3d'e'2d'2d'2e'2|d'4d'ba2d'2baa4|a2d'2d'4d'4d'2ag|a2d'2d'4aga2ab3||aba2b3d'e'2d'2d'3b|e'2d'2d'4d'3ba2ga|bd'3d'4a2gab2d'2|d'4d'4bag2g4
90,e4e2d2d2e2A4|e4e2d2d2G2B2d2|e4e2d2d3ed4|e4g2fge4d3e||e4e2d2d2e2A4|fe3e2d2d4d4|e4e2d2d4d4|d4d2a2e4d3e||d'4d'4d'2a2g2a2|d'4d'2e'd'd'4d'4|efb2d'4d'3befef|d4d2e2d4e4||d'4d'4d'2a2g2a2|d'4d'2e'd'd'2b2d'4|d'2a2d'4d'2a2g2a2|a2g2g2d'2b2g2f2e2
91,d2B2d2B2d4efed|d2B2d4e2f2d2B2|d4d4d2e2ga3|g2e2e2d2fed2d4||d2B2d3Bd4efed|d2B2d4def2d2B2|d4d4d2e2ga3|g2e2e2d2e2d2d4||f4gfg2a4g2e2|d4d4f2d2d4|e2f2a2e2b2a2aba2|g2f2d2e2f2d2d4||f4f2g2a4g2e2|d4d4f2d2d4|e2a2bd'b2d'4d'e'ba|a2gfd2e2f2d2d4
92,ga3b2aggag2a2f2|ded2f4e2d2Bd3|g4g2a2ba2ba2g2|e2d2d4fef2g2f2||gfg2d'2a2a2g2a2f2|ded2ef3e2d2Bd3|gf2gad'babd'a2g4|e2d2d4f4g2f2||aba2d'2a2b2a2ab2a|d'2a2a2e2g2d2d2e2|g2a2d'e'd'aa4a4|a2d'2d'2b2a4a2g2||aba2d'2a2bd'a2ab2a|d'2a2a2e2g2d2d2e2|g2abd'3ba2b2aba2|abd'2d'4a3bd'4
93,G2d2d2B2d2A2d4|d4d2e2g2edd2B2|G2A2d2A2deA2d2AG|A2F2G2E2F2E2F4||GFB2d2B2d2A2d4|d4d2e2g2edd2B2|G2A2d2A2d2A2d2G2|A2F2G2E2F2E2EF3||d2a2a4abd'2b2gf|e2g2g2a2d'2bd'd'2e2|f2a2b2a2aga2a2e2|efd'2d'2a2e4e4||d2a2a4abd'2bagf|f3gg2abd'4d'4|d'2a2d'2g2abg2f2gf|g2d'2d'2a2fe3e4
94,"D2GAG2A2A3GG2A2|G2D2G2A2A2G2GFE2|D4E2G2G4G2A2|G4E2D2FED2D4||D2G2G2A2A2G2G2A2|G2D2G3AA2G2FGED|B,2D2E2G2G4G2A2|G4E2D2FED2D3B,||Bd3d2A2d2A2A2G2|G2FEG4A2G2AG3|B4d2A2A4d2G2|G3FE4E2D2D4||B2d2d2A2d2A2A2G2|G2FEF2G2A2G2AG3|B2d2f2e2d4B2d2|A2GFE4E2D2D4"
95,B2ABA4D2d2AGdB|F2A2d4e2g2d4|A2d2B2G2F4d2B2|d2A2A4A2G2GA3||BABAA4D2d2AGB2|GFA2d4e2g2d4|A2d2BAG2FEF2d2BA|d2AGA4A2G2GA2G||fg3ga3a2gfe2de|f2e2e2a2g4d4|e2a2aba2a2f2d2g2|gad'2g2baage2e2fg||fg3ga3d'2d2f2g2|e'2b2a4g4d4|e4e2deedgff2e2|g2d'2a2b2a2e2e2f2
96,"de3gfdeg2e2e4|fgf2g2abagb2d'4|b2deg4e2d2b2a2|g2efe3dd2G2f'2EA||ede2gfe2g2e2e4|gf3gad'bg2b2d'4|d'bd2fga2d'e'd'bgad'2|g2efe3ddeAgg'2DB,||d'2a2d2gfd'4a3e|fed2d4efd2d2g2|baABd4g4g4|a4g2edBAA,2a'2d'2||d'2a2d2gfd'4ga2g|e2d2d4ded2d2ga|a2B2e2fega2gaba2|g2a2aba2d'2A,2a'2fg"
97,d3ee3dd2d'2g3e|d4f2d2d4d4|d4d4e2deg2a2|d'4f'2d'2d'bd'2g4||d3eefedd2d'2g2fe|d4fgdBd4d4|d4d4e2d2g3a|d'3e'e'3d'd'4g4||d'4d'3ad'2bd'd'bd'2|e'2d'2d'e'd'be'3d'a3g|b2d'2d'3aa4g3e|g2d'2d'2aga2d'2fg2f||d'4d'e'd'bbd'3d'4|d'4bd'2be'f'e'd'd'4|e'2d'2d'e'd'2bd'a2a3g|a2d'2d'2afb2d'2f2g2
98,ded2ed3B2d2d2A2|G4d2B2BAG2F2G2|Bd3d2A2BdA2B2G2|B2d2d2e2f2d2d4||ded2d4B2d2d2A2|AG3d3BA2F2F2G2|Bd3d2A2B2A2B2G2|BAd2d2e2f2d2d4||e2b2d'b2d'a2g2e2d2|e2g2a2g2a4g3f|g2a2b2g2gag2f2d2|d4d2e2f2d2d4||e2bd'd'b2d'a2g2e2d2|e2g2a2g2a4g4|aba2bd'a2d'2g2g3f|d4d2e2fed2d4
99,e4a2gfg2edd4|efg2gad'2d'4d'2bd'|b2a2d'2b2b2d'bgad'2|bd'b2age2ded2d4||e4a2gfg2edd2B2|e2g2gad'2d'4d'2bd'|b2a2d'2b2b4gad'2|bd'b2age2ded2d4||d2B2d4g4g2a2|g2e2ede2d4d4|d2B2d3Be3ffga2|d'2a2g2d2e2d2d4||d2BAd4g4g2a2|g2efdef2d4d4|d2B2d3Be3fg2a2|d'2a2g2ede2d2d4
100,d4d4d4d3e|g2d2d4e2d2A4|B4B2A2d4d4|f2d2d4d4d2B2||d4d4d4d3e|gfd2d4e2d2A4|B4B2A2d4d4|f2d2d4d4e4||a2gad'2baefg2g2e2|e2d2e2a2g2f2g4|f2a2d'2g2f3ga2f2|e2d2e2d2d4d2e2||a4d'2baefg2g2e2|e2d2e2a2g2f2fg2a|f4a4b2g2a2gf|f2d2e2d2d4d4
101,A2d2d4f2g2g3f|abg2d'2bd'd'4bagf|d4d4e2f2g2d'2|d'2e'2d'2agg2d2A4||A2d2d4f2g2g2f2|ab2d'd'e'd'bg2d'2b2g2|d4d4fef2fab2|d'e'3d'3bf2e2d4||e'f'd'2b2d'2d'4d'4|d'3ag4fag2feab|f'g'a2a2bag2a2ba3|d'2f'g'd'2agd'2e'd'd'3e'||e'f'd'bbd'3d'4d'4|bd'2aabageg2aed3|a2d2a2bab2gaag3|b2g'2d'baggad2B4
102,d4d4e2A2d2A2|B2d2B2A2E2A2B2d2|d4d4d2A2ABG2|B2d2e3fd2a2g2a2||d4d4e2A2d2A2|B2d2B2A2E2A2B2d2|d4d4d2A2ABG2|G2Bdded2d4e2b2||a4a2d'2a2g2g2a2|b2a2g4d'2g2e2f2|f2g2a4a2g2e2ag|d2A2d2geg2fge2g2||a4a2d'babg2g2a2|b2a2g4d'2g2e4|g4a2e2e4efg2|a4e2d2A2Bdd4
103,B2d2d4e2g2e2d2|g2efe2d2d4A2Bd|BAd2d4e4e4|g2b2a2g2e2d2d4||B2d2d4deg2e2d2|g2f2e2d2d4A2B2|BAd2d4e4e4|g2b2a2g2e2d2d4||d'4d'4d'2aba4|e'2d'2d'2baa2d'2d'2bd'|d'4d'2e'd'd'4d'3a|g2a2a2g2e2d2d4||d'4d'e'd'2d'2a2b2ab|e'f'd'2d'2baab2d'd'2ad'|d'4d'2e'd'd'4d'3a|g2a2a2g2e2d2d4
104,"A4A2FGE2F2G4|D3EBAE2E2F2GFG2|GA3G2EFE2G2E3F|D2E2D4D2A,2A,2D2||A4A2F2E2F2G4|D4ABEDE2F2GFG2|G2A2G2E2E2G2E4|D2B2E2D2E2DEE2BA||GAB2A4A2d2g2e2|B2e2e2fgfed2d2A2|FGA2G2F2E2G2B2d2|d2g2e2g2g2e2e2d2||G2B2A2G2A2d2g2e2|B2d2e2fgfed2d2A2|F2A2G2FEE2GAA4|EDE2E2D2E2D2E3D"
105,"E4F2DED4D3E|ED3D3EEFE2E2D2|E3FF2D2D4D3E|D2E2E4E2D2D2E2||E4F2DED4D4|ED3D4EFE2E2D2|DEF2FED2D4D4|D2E2E4E2D2D4||EFD2EFEDGFA,2D4|E2D2D4D2G2F2D2|D4F2D2A2B,2E2D2|D4D2E2E2D2D4||E2D2E3DGFA,2D4|ED3D4D2GFF2D2|D4F2D2A2D2EFE2|D4D2E2E2D2D4"
106,E2ABG2AGFG3A2B2|G2ABd2e2f2d2d2A2|E2G2G2A2G4G4|G2A2A2E2A2G2G4||EDBAG4F2G2A2B2|G2A2d2e2efd2d2A2|D2G2G2A2G4G4|G2A2A2E2G4G4||efe2e4f2g2f2gf|e2d2d2e2fed2d2A2|d2e2f2e2e2f2g2f2|f2d2d2B2B2G2G4||e4e4f2g2f4|e2d2d2e2fed2d2A2|d2e2e3fa4g2f2|f2d2d2B2B2G2G4
107,d2B2B2d2e2d2e2fe|g4deB2f2e2d4|d2A2d2BdB2d2g2ef|a4a4ga3a2d'b||d2B2B2d2e2d2def2|g4d2B2f2e2d4|d4d4g4abd'2|a4a4a2b2bd'3||d'4d'2a2d'4abag|g2fee2d2deg2d'4|b4d'2b2abd'2a2g2|g2a2g2f2a2d'2d'4||d'4d'2a2d'4abag|g2f2ded2deg2d'4|d'3e'e'2d'bd'e'd'bd'4|d'2a2a2f2a2g2g4
108,efd2d4g2f2deg2|e2d2d4f2d2g2e2|d4d4f3gg4|f2d2d4e4e2d2||e2d2d4g2fedeg2|e2d2d4fed2g2e2|d4d4feg2g4|f2d2d4e4e2d2||d'4d'4aba2b2d'2|a3bd'2a2d'3ba4|a2d'2e'2d'2a4b2gf|efd2d2e2e4e2d2||bd'3d'4aba2b2d'2|a3bd'2abd'3ba4|a2d'2e'2d'2a4b2g2|efd2d2e2ede2e2d2
109,gagaa3gga3a2d'2|gfe2bd'g2e2d2ABA2|e2g2fg2fg2a2g4|g3ad'ba2g2ded4||g3aa3gga3abd'2|gfdfd'bg2e2d2A4|e2g2fg3g4g2fe|g3ab2a2g2ded4||d'2b2e'2d'2ag2ae'd'3|d'babd'2agg2feefg2|d'2bd'd'3bedfgba2g|g2a2bd'g2a2e2d4||bd'b2f'2d'2g2ad'e'2d'2|bd'b2d'2agg2fee2a2|d'4d'2e'd'd'begfe3|gfabd'2g2a2e2d4
110,G2d2B4d4d4|BdA2e2A2d2B2A4|G2d2d4e2d2d2A2|d2e2g2e2d4d2A2||GFd2B4d4d4|B2A2e2A2d3BA4|G2d2d4e2d2d2A2|d2e2g2e2d4d2B2||a2e2f2g2ag3g2ed|a4a4a2b2a4|a2g2g2f2aba2gfd2|d4f2d2d4d4||a2e2f2g2ag3g2ed|a4a4ab3a4|a2baa2g2a4g2d2|d4f2d2d4d2B2
111,d4edB2e2AGA2G2|e3dd2g2a3bagef|e4d4d2B2G2A2|d2e2e2d2d4A2B2||d4edB2e2G2A2G2|e3dd2g2a3bagef|e4ed3d2B2G2A2|Bde2ed3d2e2g2d2||e'2gee2fea4ga3|a3gg2e2a4d2e2|d'2g2ded2e2d2A2G2|d2g2e2d2d2gfd'4||e'2gfe2fea4ga3|a3gg2efa2gae2d2|g2e2e2d2d2BAG2AG|d2g2e2d2d4A2G2
112,G2A2G2A2B3AG2B2|d2e2e2g2a2g2b2a2|agd2d2e2d4d4|g2agb2efded2d2e2||G2A2G2A2B2A2G2B2|d2e2e2g2a2fgb3a|a2d2d2e2d4d2e2|e4d2e2e2d2d4||aba2b2agd'2g2efa2|a2g2f2a2g2efg4|d'4d'4d'2a2g2b2|g2efe2d2ed3d4||aba2abagd'2g2f2a2|a2g2f2a2g2f2g4|d'4d'4d'4d'2a2|g2efe2d2e2g2g4
113,efe2f3ed2gfBde2|e3ff2gaa2d'2d'4|gae2g2a2bd'3a2g2|e4g2a2g2d2d2e2||e4f3ed2gfBde2|ede2fg2aa3d'd'4|a2e2g2a2bd'3a2g2|e4g2a2g2d2d2e2||d'4d'e'd'2d'2abagd'2|d'4b3ad'e'd'2gae'd'|d'4d'2b2d'2ad'b2ag|fge2fga2gfd2d4||d'4e'2d'2d'2b2a2b2|d'2bd'b2d'2d'e'd'2abd'2|d'2bd'd'ad'2b2d'2e'2d'2|abg2f2a2g2d2d4
