,tunes
0,"F,2D2EDF2A2B2d4|BdB2e2d2G2A2FEA2|D2E2AG2AF4G4|B4G2E2D4E,2F,2|D2E2F2E2E2F2A2F2|F2B2DE3GF3B3d|d2fgg2e2de2fg2e2|f2e2d4d2G2FED2|F,2D2D2FEA2B2d2Bd|B4e2d2G3AE2G2|DF,E2GFG2E3FG2AG|d2B2G2E2E2D2F,4|F,2AGBdBAG2A2E2d2|B2A2A3BB2d2d2ed|g4g2f2e2fgf2e2|e2dBA3BA3dg2f2"
56,D4E2A2F2E2D2E2|D4D4E4D2E2|D3EE2FGFG3GFG2|A2G2B2F2G2FEG2FG|D4E2A2G2E2D2EF|D4D4FE3D2E2|D2E2E2GFG4G4|A2G2B2GFG2FEG2A2|d4B4d4d2A2|GAB2A2B2GFE2F2B2|B2d2B4A2B2B2A2|A2G2B2GFF3EF4|d4B4d4d2A2|A2B2A2B2F2E2F2B2|B2d2B4AB3B2A2|A2G2B2FGF2E2D2E2
57,"G4F2G2A4B4|d2B2B2G2G2A2A4|A4G2B2G4E2A2|E4F2D2DF,D2F,2E2|G4F2G2A4B4|e2B2B2G2G2A2A4|BAB2e4f2e2fg3|g2f2f2e2f2dBd4|G4F2G2A4B2d2|e2dBB2G2G2A2A4|A4G2B2GFG2E2A2|E4E2D2DF,3F,2D2|G4F2G2A4B2d2|d4B2G2G2A2A2B2|B2A2d4e3fg4|g4g4g2fgf4"
58,"F2E2A2B2A2G2G2A2|E2F2F2E2D2FEGF3|D2A2G2d2G2B2d2e2|B2d2B4B2A2B4|BG2AD2EFF2D2D2FE|FGFGG2E2D2F2F2E2|D4F,DF,2D4ED2E|AGE2E2FEE4ED3|E3FAGABGFGFF2G2|D2F2FE3D2F2F4|D2A2FGd2G2A2B2e2|B2d2B4B2A2A4|AGD2EDE2A2GFDEAG|A2G2A2E2D2F2G2E2|D3F,D2F,2D2F2F2GF|A2F2F2A2G4G2A2"
59,"G2BdA2G2G2E2D2F,2|F,2D2A2B2B3Ad4|d4B2A2D2F2E4|D4GFA2deD2d2A2|ABA2A2G2AB2Ad2F2|EDA2D4D4B2d2|f4g2e2g4g2d2|A2B2A2F2dBEFF2G2|BA3G3AF2E2D2F,2|F,2D2A2B2B2A2dBd2|d4B2AGD2FEE4|D4GFA2e2D2d2DE|AGdBA2EFB2A2GABA|E2AGG3AA2FAD2A2|defeg2f2g4f2Bd|d2B2A2GAd2AFABE2"
60,e2f2f4e2d2fef2|g4g2f2g2d2e4|g2f2f4g2e2g4|f2d2d2B2B2d2B2dB|d2f2gf3e2d2f2e2|g4g2f2g2d2e2g2|g4d2g2gfd2d2A2|AGA2B4d4B4|f2g2g2f2e2d2d2f2|g4f4g2d2e4|f4g2fgg2f2g4|f2d2d3BB2d2A2FG|G2dee2BAB2edg2f2|g4g2f2g2fed2g2|g3fe2f2g2fee2F2|d2f2f2e2BdB2Bd3
61,d2f2d2e2B2d2B2A2|G2D2F2A2G2F2FGA2|B2A2A2B2ABA2B4|G2A2d2G2B2A2A2d2|d2f2d2e2B2d2B2A2|G2D2F2A2AGF2G2A2|B2A2A2B2B2A2B3A|GA3d2G2B2A2A2dB|dBe2d2Bde2d2e4|e4d4e2dBd4|B4dBGFG2d2e2d2|d2eff2d2ABA2GAB2|B2e2d2Bde2d2e4|e4d4e2B2d2e2|g2f2f4gfe2e4|d2e2f2d2A4GABd
62,"B2G2E2D2E2F2G4|A2B2d2B2A2BAA2F2|G4E4D4F2D2|d4A2B2A2G2ABA2|B2G2E4E2F2G3A|A2B2d2B2B4A2E2|E3FFEA2B2d2F2B2|AGB2BA3GA3B4|B2A2F2E2EF3G2A2|A2B2d2B2B4A2F2|G4E4D4EFD2|d2B2A2B2G2A2B2A2|B2A2F2E2EF3G2A2|A2B2d2B2A4G2D2|F,4E2ABB3AFGB2|d4B2A2BA3F2E2"
63,"G2E2B4B2A2A2B2|F4F4F2D2E,2D2|F,2D2G4G2AGG2A2|A2B2d2A2G2FEG3A|FGE2B4B2A2A2B2|F3GF4F2E2E,2D2|F,2D2G4G2A2A4|A2B2d2A2G2F2F4|d4GFGAB2d2edB2|d2B2G3FD2F,2F,2FE|F4E4G2A2A2B2|A2B2d2A2A2F2F4|d4GFGAB2d2e2B2|d2B2G3FD2F,2F,2E2|F4E4G2A2A2B2|A2B2d2A2G2F2F2EF"
64,"F,4F,2D2D2E2G2A2|F4F2E2E2FEE4|D4D2F2D2G2G2A2|F2E2A2EFFGD2D4|F,4F,2D2D2E2G2A2|F4F2E2E2F2B2AG|D2F2FGB2G2A2A4|A4A2G2G2D2E2G2|F,2DF,F,2D2D2E2G2A2|G2F2F2E2E4E2FE|D4EDF2D2G2G2A2|F2E2AGEFGFD2D4|F,4F,2D2D2E2G2A2|F4F2E2E2F2d2A2|D2E2F2A2F2A2A2B2|d2AGBA3A2G2FGA2"
65,"F,2D2D3EF2EDD4|A2F2B2F2B2d2d2E2|D4F2E2FE3E2F2|d4dBAGd2F2B2GF|G2EDDED2G3FABG2|B2dBG2B2B2e2e2f2|e2f2g2f2d4d2F2|G3AG2E2FGE2D2F,2|D2F,2F,2D2D4D2F,2|GAFEA2F2A3BB2ED|F,2D2E4E4E2F2|d4d2G2d2EFB2E2|F,2FEE4GFE2D2BA|A4AGA2FEFGE2e2|f4g2edd2e2d2A2|B2GAE2F2F2GFdef2"
66,"E2D2A2DEF2D2F2G2|G2F2G4BdG2E4|F,2D2E2F,DE2D2A2F2|B4A2B2B2d2BA2B|D2F2G2DEF2D2F2G2|G2F2G4d2G2E4|F,2B2E3FEDd2d2A2|F2D2EFEDD4F,2E,2|D4GFD2F2D2F2G2|G2F2G4d2AGE2F2|F,4EDF,DE2D2G3F|B3dA2B2dBd2A2d2|E2D2B2D2F2D2F2G2|G2E2G4d2A2E4|D2A2EDA2F2ded2A2|F2G2GF2GE2D2FEG2"
67,F3Ed2B2E2A2B2d2|E2G2A2B2d2B2A2G2|D2E2F2B2F2B2d4|d2e2d2B2B2A2A4|F2EFd2B2E2A2B2d2|E2G2A2dBd2B2A2G2|D2E2F2d2F2B2d4|d2e2d2B2B2A2AGFG|e2d2B2d2f2d2e4|feA2E4A2D2EFB2|d4d2B2d4deA2|F2GFG2F2G2F2EFBA|e2d2dBd2f2d2efed|feA2F2E2A2D2EFB2|d2A2B4d2B2d2B2|A3GF4F3EE2GF
68,B2d2A2d2B2A2B3d|d2e2e2f2d2e2d3B|A2GAA2B2B2A2F2B2|E2A2d3ee2d2e2d2|B2d2A2d2B2A2B2d2|d3ef2gff4g4|f2d2B4B2A2A2B2|A2d2B2G2B2A2B2GE|B2d2B2d2B2A2B4|d2e2e2f2d2e2d2B2|A2G2A2B2B2A2FGB2|F2A2B2d2e4d2A2|B2d2B2d2B2A2B4|d3ee2f2f4g4|e2d2A2B2B2A2A2d2|d4B3dBAdBd2ef
69,B2e2A2B2G2A2A2B2|e2f2f2d2e4dBGF|A2G2G4G4E2A2|d2ABA2B2d4e2GF|B2e2A2B2G2A2A2B2|e2f2f2e2e4g2e2|e2d2B2A2A4B2F2|D2d2dBABe2BdBAdA|B2e2A2B2GA3A2B2|e2f2f2d2e2d2d2GF|A2G2G4G3AE2A2|d2ABAGB2d4d2GF|B2e2B4GA3A2B2|e2f2f2e2d2e2f4|ded2B2A2B4B4|GABdd4dBd2Bd3
70,d4ded2d2f2d2B2|A4A4B4G2A2|A2G2A4A2B2B2A2|A2f2d2A2d2A2B2d2|d4e4d2f2d2B2|A4A4B4G2A2|GAG2A4A2B2B3A|B2f2edB2d2BABAB2|d2BdA2G2d2F2EFA2|e2d2ded2d2B2d4|e2B2B2G2F2G2FGA2|G2ded2A2B2A2GA2B|B4BA3d2G2G2A2|ed3e2d2d2B2d4|ABA2A4G4G2AG|G2ded2A2B2A2GA2B
71,A2BdABD2E2D2D4|E2D2D2E2B4A2B2|A2dBd4B2G2A4|A4F2G2BAGABd3|ED3D2F2A2GFA2G2|A2F2G2A2E3DD2E2|F2A2A3BG2F2E2D2|D4D2FEEF3F2E2|E3FAGD2D4D4|D4D2E2B2A2A2B2|A2B2d4B2AGA4|A4FGA2B2A2d2A2|dBE2EFDEF2D2D4|E2D2G2E2D4D4|E4G4E2F2E4|D4D2EFF2G2E2D2
72,"D2FED2EFG2F2G2E2|E4G4E2F2FEF2|A2E2D2AGF2GAD4|D4D2E2D4E2D2|D2F2D2F2G2F2G2E2|EFE2E2D2F,2D2dBA2|B2d2e2E2EFd2e2F2|D2E2D2F,2F,4F,4|D2F2D2F2G2F2G2E2|F2E2G2FGE3FE4|B2DED2G2EF2GD4|D4D4D4E2D2|D2F2D2F2G2F2G2E2|F2E2F2G2F2A2e4|A2e2e2A2GABdABD2|F2E2E2D2D2E2ABD2"
73,"D2F,2D4D4E2F2|A2d2B4G4E2FE|F,2D2D2E2AG3E3D|B2d2B2G2F2A2D2B2|EDG2F,2D2F2DF,DEF2|A2d2B4G4E2F2|D2F2dB3E2AGB2A2|E2DEE2D2F,2D2D2E,2|D2F,2F,2D2D2F,2D2F2|A2d2B4G3AF4|F,2D2D2E2AG2AE4|ABd2BAG2F2A2D2AG|D4D4D4D2F2|A2d2B4G2A2F2E2|D2A2dB3D2ABA3G|DF,D2E2D2FE2FdAe2"
74,A4E2F2D2E2D2E2|B2A2G4E2A2d2B2|A2B2G2d2E2A2FEGA|F4E4FED2F2B2|A4E2F2D2E2D2E2|B2A2G4E2A2d4|d4e2A2Bd3B2E2|FEF2F2G2F4E2D2|A4E2G2D2E2D2E2|B2A2G4E2A2B4|A2B2F2B2E2A2F2GA|F4E4E4G2B2|A4E2FGD2E2D2E2|B2A2G4E2A2d4|d2B2d2A2d4A2E2|ABFGG2B2A2GAA2B2
75,A2e2d4A4G4|A2F2A2GFBdB2d2F2|F4G2A2A4A4|B4e2A2e2BAB4|A2e2d4A4G4|A2G2A2G2B2A2d4|B2A2G2A2A4A2G2|B4e2A2e2A2dBe2|g4g2e2f2e2B2f2|f4f2g2g2e2efB2|g4g2f2f3ef3e|d2A2d2A2GA2FA2d2|g4g2e2f2e2d2f2|f2g2g4g2efF2g2|g2f2f4f3eg2fe|f4B3AA2GFG4
76,B4B4B4d4|e2A2d2A2e2A2A2B2|F2E2F2D2ABG2B2AG|A4G3AF2E2D2F2|B4B4B4d2e2|e2A2d2B2e2A2A2B2|F2A2E2F2G2A2d4|B4G2A2F2E2D2F2|A2B2B4B4d2e2|e2B2d2B2e2A2A2B2|F2E2F2E2A2G2B2A2|A4G2A2F2E2D2F2|A2B2B4B4d2e2|e2B2d2B2e2A2A2B2|F4E2F2G4d2e2|B2d2A4G2E2D2EF
77,"F,4D2G2G4E2F2|D4D2E2D2GFF2A2|F2G2A2B2B2A2E2F2|A2f2e4d2E2E2D2|F,4D2G2G4E2F2|D2G2A4A4dBAG|G2A2A2B2d4B2A2|dB3GFAGGAD2F2A2|F,4D2G2G4E2F2|D4D2E2D2F2G4|F2G2A2B2B4E2FG|ABefe2ded2EFGFD2|F,4D2G2G3FE2F2|D2E2E4F4B2F2|G4BAB2d2e2d4|dBG2E2AdAGA2dB3"
78,"D3ED4E2F2B2d2|B2A2A4B2A2F2G2|F4EDE2D2F2d2f2|g4g2f2g4g4|feg2e2fgf2d2AB3|deGAd4B2A2F2AG|E2A2A4E2G2d2e2|g2f2e2d2e2d2BdFE|F,4D4E2F2d3B|BA3ABA2B2A2F2A2|F4D4D2E2d2ef|g4g2f2g4g4|g3ffg2fe4d3B|d4e2ABA4G2AG|GAd2d2G2E2FGd2f2|g4fe3e2d2d2fg"
79,A3GB2d2d2B2B4|d2B2B4A2F2GAF2|G2B2Bde2d2B2d4|d2B2GAG2D2FED2EF|A3GB2d2d2B2B4|d2B2B4A2FGA2F2|G2B2d2e2d2B2d4|d2B2A3GD2FED2E2|G2A2A2G2B4d2B2|F4G2A2d2B2d4|A4G2D2DEG2EFG2|AB3A4D2FED2EF|G2A2A2G2AB3d2B2|GF3G2A2d2B2d4|AGA2AGD2D2G2F2G2|A2B2A4D2F2E2DE
80,"D4D4G2F2F2A2|d2e2e2A2A4d4|E4E2D2d2GFA2BA|d2B2A2E2A2d2EFE2|D4D4G2F2F2A2|d2e2e2A2A4d4|G2FGG2E2d2A2A3B|d2A2G2E2A2F2ED2F,|D4D4G2F2F2A2|d2e2e2A2A4d4|E4E2D2d2F2A4|d2B2A2EFA2BdE2F2|D4D4G2F2F2A2|d2e2e2A2A3BdB2d|B4B2F2e2GAA2B2|d2A2F2E2E2AGB2f2"
81,d2BAG2B2e2B2d2B2|d2f2g2B2f2d2defe|d2e2d2B2f2d2e4|e2d2e2Bde3de2d2|d2B2AGd2e2B2d2B2|d2f2g2B2g2d2d2f2|f2d2d4d2B2BdB2|edf2e2d2B2d2d4|d2B2G2d2e2B2d4|d2f2g2B2g2d2d2f2|d2e2d2B2f2e2e4|e2d2e2Bddedee3d|d2B2G2d2e2B2d4|d2f2g2B2g2d2d2f2|feB2B4d2BAB2A2|fg3fed2d4d4
82,"d2B2A2F2D2G2B2d2|B2A2G2FGF2E2D2ED|D2F,2F,4F,2D2ED3|F2E2E4D2FGE2A2|d2B2A2F2D2G2B2d2|B2A2G4F4F2D2|D4F,2D2F,2FGdBA2|B2A2A2B2A2E2B2d2|B4A2F2D2G2B2d2|B2A2G4F2E2D2ED|D4F,4F,2D2E2D2|FE3E4D2F2E2A2|B4A2FGD2G2B2d2|B4G4F4GAE2|D4F,4F,2D2A2GF|AG3G4EDF,DD2F,2"
83,D2G2A2B2e4f4|A2d2e2d2B2A2A2E2|A4d2GFe2d2f2d2|B2d2B2A2G2E2D4|D2A2A2B2e4f2gf|A2d2e2d2d2A2A2e2|e2d2G2d2A2B2GAd2|e4d2B2G2E2D3E|A2e2e2d2f2e2f4|B2d2e2d2d2A2A2F2|A2dBe2G2e4g2ed|d4BdB2G2E2D4|A2e2e2d2f2e2ef3|B2d2e2d2dBA2B2f2|feG2A2BAABE2G2d2|f2g2e2d2A2G2F2EF
84,"FEG2A2F2ABA2A2GA|F2G2G4G2A2F2G2|G2B2B4d2B2B2d2|B2A2G2E2E2D2D2F,2|G3FGA3B2A2A4|G2F2G4G2A2G4|A2B2dB3d3BB2d2|B2A2G2E2E2D2D2F,2|F4G2F2A4A3G|F2G2G4G2A2G4|A2d2d4d4B2d2|B2A2G2E2F2D2D2F,2|F2AGF2B2B2GAG4|G4A2G2G2A2G4|A2d2d4d4B2d2|B2A2G2E2E2D2D4"
85,"F,4D2F2F2D2E,2D2|D4F,4E4F4|D4D2F2GAG2E2GF|G2E2F2E2F2D2E4|F,4D2FGF2D2E,2D2|D4F,4E4F2A2|dB3B2E2F2A2G2F2|F2D2E4F2D2E2F2|D4D2FGE2D2F,2D2|D2E2E4F2E2F2GA|E2F2E2AGA2G2FEG2|G2E2F2E2F2D2E2F2|D4D2GFE2D2F,2D2|D2E2E4F2E2F2B2|e2d2d2F2G2B2A2D2|G2E2DE3E2D2E2FE"
86,"E2F2A2E2D4D2F,2|F,2D2F2D2EFD2DF,D2|F,D3D4F,2D2EDF,2|F,E,3D4E2D2E2G2|E2F2A2E2D4D2F,2|F,2D2E2D2D4D4|E2A2E2D2G2d2d2G2|EFD2E3DD4D4|E2F2A2E2D4D2F,2|F,2D2F2D2F2D2D4|F,2D2D4F,2D2E2F,2|E,4D4E2D2EDEF|D2E2A2E2D4D2F,2|F,2D2E2D2F2DEAGD2|D2E2DE2FG2ABA2G2|G2F2GFE2D4FG3"
87,F2G2AGA2GAG2A3G|d4d4d4d2A2|GFe2e2d2A2B2e2g2|f2d2B2A2A2E2G4|G4G2A2A2G2A4|AGA2A2FGBAB2e2g2|g4g2f2f3gf2B2|d2ABG2F2G2E2F2ED|G4A4A2FGA2G2|d4e4d3Bd2Bd|G2d2d2B2G2BAe2f2|f2d2B2A2A2E2AGF2|D4D4GFG2B2d2|B2d2B2A2Bd3A2f2|g2f2fgf2f2gfd4|d3BA3GA2E2GFGF
88,AGB2d2A2d4d4|A4BA3F2AGE2F2|D2A2A4E2F2d4|B4B2A2A2G2G2A2|AGe2d4GFG2B2A2|d4d4d2B2E2A2|GFG2G4ABG2A4|d2GAGA3G2F2G2E2|FEA2d2B2Bd3d4|A2BAABA2F2G2E2G2|D2G2A2G2FEF2B2d2|B4B2A2BA2GG2F2|dAB2A2d2B2A2GAG2|B3AdeB2B2dBA2B2|A4d2GAG2A2B2d2|d2B2B2d2d2A2A2d2
89,f4d2A2G2A2G2D2|E2G2A2G2B3Ad2e2|f2d2B4E2B2A2B2|F2B2d4d2F2B3A|gf3d2ABG2A2G2D2|E2G2A2G2AGF2e2Bd|ABdBdB3d2B2d4|e2f2e4g2e2d4|e4d2e2f2d2A2d2|e2d2d2e2g2ede4|g2f2d4F2d2d2e2|B4d4d2A2d2B2|fe3d4f2d2e2Bd|ed3FGd2A4D2E2|FGdAefd2f2d2efe2|g4f4d4A2ED
90,"F4E4D2F,2D2F,2|D2F2G2E2E2D2D2E2|F2E2D4D4DEF,2|D4E2F2D4F,2E2|F2GFE4D2F,2D2F,2|D2F2G2E2E2D2D2E2|A3BA2GAA3GG2F2|D4E4DEGFB2A2|F2G2E4D2F,2D2F,2|D2F2G2E2E2D2D2E2|G2E2D4D4D2F,2|D4E2GFD4F,2F2|F2G2E4D2F,2D2F,2|D2F2G2E2E2D2D2E2|F2A2G2B2A2GAE4|D4F2E2EDEFE2GF"
91,Bde2d3ee2d2e2d2|e2f2B2d2B2G2G4|e4B2dBd3Bd4|d4BdGAG3FF2B2|d2e2d2e2fe3e2d2|e2f2B2d2d2AGG4|e4B2d2d2A2B2A2|F2B2B2A2A2BAG2B2|ABd2d2B2d3Bd4|Bd3B2d2d2GAG2A2|d4B4d4d4|d4dBA2G2F2FG3|B2e2d2B2d2B2d4|B2d2B2d2d2G2G2A2|d4B4d2GAABF2|G3ABAd2e4d4
92,"E2F2E2D2D2E2D2E2|F3EF4F4ED3|E2G2F4D2E2D2F,D|E2G2E2D2D4DEF2|G2E2E2D2E2F2d2AB|dBd2G2A2AG3G2E2|D2GAABG2FGF2GFD2|E4E2A2A2GFBAGA|F4ED3D4D4|EF3F4F4D2ED|DEF2E2FED2EDD4|E2FGD4D2F,2D2F,D|EDFED2E2F2E2E2GF|G2FEFED2D4F2D2|E2AGB2GAF2A2GF2E|F2EFF2G2GF3EFD2"
93,d4B2d2d2B2d4|e2g2g2f2edB2B2d2|e2B2E2G2d2G2d2B2|B2d2d2A2d4GFA2|d4B2d2d2B2d4|e2g2g2f2d2B2B2d2|feB2E2G2d2G2d2B2|B2d2d2G2d4G2B2|G2A2d2BAd2A2G2d2|A2F2A2B2d2E2EFD2|E4B2G2A2d2d4|B3dd2fee4A2d2|FGA2d2BAB4B2d2|B2A2de3e2GFE2AB|GAdBA2e2f2g2f2e2|B2A2ABd2f4g2f2
94,"F,2D2E2F2F4E2D2|E,4F,2D2D2F2GFA2|A2d2d4A4AGAG|F2A2A2G2EFD2F,D3|F,2D2E2GFFGFEE2D2|F,2D2F,E,2F,F,4F,3D|D2E2DE3E2G2FED2|D2F,DF,2D2D4G2Bd|D4E2F2F4E2D2|E,2F,2F,2D2D2FGGFA2|A2B2B2d2A4G2A2|EFA2G2A2F2D2D4|F,2E,2F,2D2G2D2D4|F,2D2F,4F,4F,2E,2|E,2F,2D4E2A2G2F2|E2D2D2E2D3EFE3"
95,A2F2F2G2G2F2G2d2|d2B2A2G2d2G2d2BA|G4A2B2d2A2A4|A2E2A2GAA4G4|A2F2F2G2G2F2G2d2|d2B2B2G2d2G2d2BA|G4A2B2FG3G2A2|B3AA2G2F2E2FEF2|B2F2F2G2G2F2G2d2|d2B2B2G2d2G2d2B2|G4B4d2A2A4|G2F2A2GAA2B2FGB2|ABF2F2G2G2FEG2d2|d2B2B2G2d2G2d2B2|G4A2B2ABG2A2B2|d2B2A2B2G2A2GBd2
96,e2d2GA3A2G2G2F2|B2F2G2F2A4A2d2|d2A2FE2FEF3A2B2|e4e4e2d2d2B2|f2d2G2A2A2G2G2F2|B2F2A2F2B2A2A2Bd|d2Bdd2A2d2e2e2d2|de3B2GAA2G2GA2G|f2d2G2A2B2G2G2F2|B2F2A2F2B2A2A2d2|d2A2F2E2E2F2A2B2|e4e4f2d2d4|f2d2A4B2G2G2F2|B2F2A2F2B2A2A4|d2B2ded2e4deB2|e4d2B2B3AAB2d
97,"E2D2D2F,2F,E,D2FGA2|d4B2GAA4GFG2|F,2D2DF,D2E,2F,2DF,E2|E2A2GFG2d2BdA2d2|edA2F,D3F,3DEDF2|A4F2G2G2A2BAFE|F,2E2E2FEF,2E2F2G2|G4E2F2D2F,2F,2E,F,|EDF,2F,4E,2F,2E2A2|B2d2B2GAA4G3F|F,2D2F,2D2E,2F,2F,DE2|E2A2GF2Gd2BdA2d2|GFGFD4F,3DF,2ED|F4G2E2E2AGd2E2|F,2DEG2E2DF,F2GFA2|B4BAG2E2D2D2F,2"
98,"F,2D2D2E2G2E2F2GF|F2D2D2F2G2A2G2A2|G4A4G4E2D2|F,2E2D4F,4F,4|F,2D2D2F2G2E2F2G2|F2D2D2GFG2A2G2A2|G4A4G4D2E2|G2D2DE3D4D2F,2|F,2D2D2F2G2E2F2G2|F2D2D2F2G2A2G2A2|G4A4G4E4|F,2E2D4F,4F,4|F,2D2D2F2G2E2F2G2|F2D2D2E2G2A2A4|G4A4G4E2G2|E2DEF4GFEFD2F,2"
99,"D4D4D2F,2E,2F,2|F,4F,2D2E2F2E2G2|D2F2F2G2D4F,E,F,2|D2E2ED3E2D2E2G2|D4D4EFD2F,2E2|D2E2F2G2G2E2FGE2|D2F2A2G2D2GAD4|F,4F,2DF,D4D3E|ED3D4D2F,2E,2F,2|E,4E,2D2D2E2D2G2|D2F2F2AGD4F,4|D4ED3E2F,2F3G|D2F,2F,2D2GAD2F,2E2|D2E2E4G4A2D2|D2F2G4D2E2F,4|F,3DF,4F,DF,2E,4"
100,"F,4F,2D2D4D4|G2D2F,2EDd2B2F2A2|E4E2F2EDE2E4|AGA2G2D2F,4E,4|F,2E,2E,2D2D4D2E2|EDE2D4DF,3F,D3|E2FEEF3E4E2F2|E2F,DF,3DEFGEded2|D2E2D2E2D4E4|A2F2A4efe2d2e2|d4BdB2F2E2F2G2|G2B2d4ABdBFE3|D2F,2D4G2D2F,2ED|G2DEF2D2D2F,2D2F,2|F2AGG4E2F2E2D2|F,2E,F,F,4F,2DEED2F,"
101,"F,DE2D2G2A2G2FG3|A2G2A4A4G4|E2DED4E2G2F2E2|d2e2e2d2dB2AG2FG|F,DE2D2A2A2G2G4|A2G2A4B2A2B2d2|f2e2e4ded2B2F2|E2F2E2D2E2DEE3D|D2FED2A2A2G2G4|A2G2A4A4G2A2|E2D2D4E2FGE4|d3eed3dBA2FEFG|D2EFD2A2A2G2G4|A2G2A4A4d4|f2dee2d2e2d2BdG2|AG3F2D2G3FA3B"
102,"D2E2FEF2F4E4|F,2D2D4G2A2A2B2|E2B2A4dB2AA2f2|f2e2d2B2B2AGG2FG|D4D3EG2F2E2FE|F,2D2D4G2A2A2B2|EFB2A4d2B2BAe2|edA2A4G3FE4|D2E2E3FF4E2F2|F,2D2D4G2A2A2B2|E2B2A4d2B2BAf2|f2e2d2B2B2A2G2F2|DF,3D2E2A2F2E4|F,2D2ED3G2A2A2B2|E2B2A4d2B2BAfe|e2d2B4B2A2F2E2"
103,"F,2E2F4D2E2F,2D2|E,2E2G4F2E2D2E2|F,2G2B2G2B2d2d2A2|F4A2E2EDE,2E,4|F,2E2F4D2E2F,2D2|E,2E2G4FGE2D2d2|g2e2f4f2e2d2AG|B4B2F2E2E,2E,4|F,2E2F4D2E2F,2D2|E,2E2G4GFE2D2E2|F,2GFB2G2A2d2d2A2|F4A2FEE2E,2E,4|F,2E2F3GD2E2DF,D2|E,2E2G4G2E2D2B2|f2e2ede2e2d2d2AB|d2B2A2FEDEE,2E,2F,2"
104,"G2FGd2B2e4f4|f2g2deBdB2A2F2E2|A2B2A4dBd2f2g2|g4f2e2g4g4|fdg2g4g2f2e2d2|e2B2e2d2B2A2GFE2|A4A4d4e4|e2f2g4g4f2d2|F,2D2B2dAefe2ef3|e2g2e2d2B3AF2E2|A4A4d4f2g2|g4f2e2g4g2Bd|fg3fg2fef2gfeBd|ABd2e2B2B3AFGE2|AB3A4d4fef2|f2g2g4f2d2f2g2"
105,d4A2B2B2d2E2A2|A4G2A2B4d2e2|e2A2A2G2BdG2F2AG|ABf2d4B2A2G2B2|d4A2B2B2d2E2B2|A4G2A2dB3d2e2|e2f2d2e2edefe3d|d4G2FGA4A4|FG3A3GB4G2AG|G2A2A4d2B2d2e2|e2A2B2F2B2A2GFG2|ABf2d4A4G2AB|FG3A4B4FG3|G2A2A4d2B2d2e2|e2g2degfe2g2g2f2|d3eF2AGB2A2A3B
106,"G2A2A2FGE2F,2F,4|F,2D2E2F2A2F2D2E2|F4F4D2E2D4|F,2D2D2AGF2D2A2G2|A4A2G2FGD2E2D2|E2F2G2EFGFD2GAFE|ABd2B2G2D2E2D2F,2|E,4E,2F,2D2E2F2E2|A4G2FGD2F,2E,2F,2|F,2D2E4G2E2D2FE|G2FEF4D2E2E3D|F,2D2D2A2G2D2FED2|AGE2E3FA2D2DED2|E2D2E3FD4E2D2|EFBAA4D2E2D2F,2|E,4E,4DF,E2D2F,2"
107,F2D2GAE2E2GFA4|B2dBG2A2A4E2D2|D2G2ABe2f2dBB4|B2d2B2d2e2f2e3f|dAedF2B2e2A2G2A2|B2dBG2A2A4E2D2|D2G2B2e2f2d2B4|B2GAG2FEE3DE2D2|D4F2EDG4A4|B4G2A2A4E2D2|D2G2B2e2f2d2B4|B2d2AB3e2f2f2e2|BdBAA4A2G2A4|B4G2A2A4E2D2|D2GAB2def2d2dB3|B4GAF2D4D2EF
108,"E2FED2F2F,4F,2E2|D4D4E4F2G2|A2B2B2d2A4AGB2|BABdA4E2FEDED2|E2F2D2F2F,4F,2E2|D4D4E4F2GF|A2B2A2d2A3GE2D2|D2F,DD2E2E4D2F,D|EF3D2G2F,4F,2E2|D4D4E4F2G2|A2B2A2d2A4G2B2|B2d2A4F4D4|FEF2D2FGF,4F,2E2|D4D4E4F2GF|A2B2A2d2A4F2E2|D4E4G2F2F2A2"
109,e2d2e2f2f4deg2|d2B2A2d2A4A2B2|A2E2E2F2d2B2d2e2|e2f2g4g3ff2e2|e2d2e2f2f4deg2|d2B2A2d2A4A2B2|A2F2E2F2G2F2A2B2|d2edBAF2A2GAAB2A|e2d2e2f2f4edg2|d2B2A2d2A4B4|A2E2FEFGd2B2d2e2|f4g4g2f2f2B2|e2d2e2f2f4e2g2|d2B2A2d2A4B4|A2E2FEGFA2F2B2A2|d3BB2A2ABA2ABde
110,"BdB2B2e2f4e2d2|d2f2B2A2F2E2F,2D2|AB2dA2d2d4B2G2|G2f2e2BdA4A2d2|d2B2B2e2g2f2e2d2|d2f2B4F2E2F,2D2|B2ABA2d2B4B2A2|GAf2d2B2A2dBB2d2|BdB2B2e2f4e2d2|d2f2B4F4F,2D2|B2dBA2d2d4B2A2|A2f2e2d2A4A4|BdB2B2e2f4e2d2|d2f2B4F4F,2D2|B4A2d2d3BBdA2|A2e2d4A2Bdd2ef"
111,"F,2D2D2E2E4E2G2|d4d2A2B2A2G4|A4A2d2B2d2FGA2|edefd4G3FDE3|F,2D2D2E2E4E2G2|d4d4B2A2A2B2|A2B2B2GFE2F2E2D2|F,2D2D4DED2EDF,2|F,2D2D2E2E4E2G2|d4d2A2ABA2G4|A4GAd2B2d2GFA2|d2efdBdBG2F2D4|F,2D2D2E2E4E2G2|d4d2B2G2A2BAB2|A2B2d2G2E2A2EFD2|D4F2E2FDGABAFE"
